name,logo_src,location,type,avg_tuition_annually,avg_tuition_after_aid,avg_aid_pack,grad_rate,address,phone_number,website,application_link,acceptance_rate,reg_app_due_date,SAT_range,ACT_range,required_GPA,required_rank,required_ACT_SAT,student_to_faculty_ratio,retention_rate_majors_avail,financial_aid_app_due_date,avg_housing_cost,undergrad_pop,campus_life,majors_available
Randolph College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F577_Logo.gif&w=3840&q=75,"Lynchburg, VA",4-year • Private,$23K,"$22,886","$28,699",50%,"2500 Rivermont Ave, Lynchburg, VA 24503",,randolphcollege.edu,https://www.randolphcollege.edu/apply,72%,Not available,1040–1150*,20–24*,Required,Considered but not required,Considered if submitted,7:1,68%,May 1,"$12,350",521,Small • Suburban,34
Randall University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F227852_Logo.gif&w=3840&q=75,"Moore, OK",4-year • Private,$21K,"$20,952",Not available,13%,"3701 S I 35 Service Rd, Moore, OK 73160",,http://ru.edu,https://ru.edu/future-students/applications/undergraduate-degree/,43%,Not available,Not available*,Not available*,Required,Considered but not required,Required,9:1,51%,Not available,"$8,190",Not available,Suburban,22
Ramapo College of New Jersey,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3313_Logo.gif&w=3840&q=75,"Mahwah, NJ",4-year • Public,$16K,"$16,262","$12,131",70%,"505 Ramapo Valley Rd, Mahwah, NJ 07430",,ramapo.edu,https://www.ramapo.edu/admissions/apply/,71%,February 1,1140–1270*,22–30*,Required,Considered but not required,Considered if submitted,16:1,83%,March 1,"$18,396","4,898",Medium • Suburban,58
Ramaiah University Of Applied Sciences,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F323418_Logo.gif&w=3840&q=75,"Bangalore, India",International,Not available,Not available,Not available,Not available,"New Bel Road, MSR Nagar, Bangalore, India 560054",Phone number not available,msruas.ac.in,,Not available,Not available,Not available*,Not available*,Recommended,Considered but not required,Not available,Not available,Not available,Not available,Not available,Not available,Urban,Not available
Rafik Hariri University,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Chouf, Lebanon",International,Not available,Not available,Not available,Not available,"PO Box 10, Chouf, Lebanon",Phone number not available,rhu.edu.lb,,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Rural,Not available
Radford University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F2089_Logo.gif&w=3840&q=75,"Radford, VA",4-year • Public,$17K,"$17,105","$17,100",54%,"801 E Main St, Radford, VA 24142",,radford.edu,https://www.radford.edu/apply,90%,August 27,930–1170*,19–26*,Recommended,Considered but not required,Considered if submitted,14:1,75%,February 15,"$12,504","6,038",Medium • Rural,82
Quinsigamond Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3114_Logo.gif&w=3840&q=75,"Worcester, MA",2-year • Public,$7K,"$6,809",Not available,Not available,"670 W Boylston St, Worcester, MA 01606",,qcc.edu,https://www.qcc.edu/application-admission,67%,Not available,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,15:1,57%,Not available,Not available,"4,134",Medium • Urban,81
Quinnipiac University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3111_Logo.gif&w=3840&q=75,"Hamden, CT",4-year • Private,$39K,"$39,051","$36,698",77%,"275 Mount Carmel Ave, Hamden, CT 06518",,qu.edu,https://www.qu.edu/admissions/undergraduate/apply/,77%,February 1,1280–1120*,29–24*,Required,Neither required nor recommended,Required for some,11:1,87%,March 31,"$17,900","6,208",Medium • Suburban,77
Quincy University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F6_Logo.gif&w=3840&q=75,"Quincy, IL",4-year • Private,$12K,"$11,985","$28,583",50%,"1800 College Ave, Quincy, IL 62301",,quincy.edu,https://www.quincy.edu/admissions/apply-now/,50%,August 15,1110–1250*,21–25*,Required,Considered but not required,Considered if submitted,14:1,63%,Not available,"$12,780","1,038",Small • Urban,56
Quincy College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3113_Logo.gif&w=3840&q=75,"Quincy, MA",2-year • Public,$15K,"$14,744",Not available,Not available,"1250 Hancock Street, Quincy, MA 02169",Phone number not available,quincycollege.edu,https://www.quincycollege.edu/pre-application/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,18:1,62%,Not available,Not available,"2,640",Small • Suburban,34
Quest University Canada,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F202112_Logo.gif&w=3840&q=75,"Squamish, Canada",4-year • International,Not available,Not available,Not available,Not available,"3200 University Blvd, Squamish, Canada V8B 0N8",Phone number not available,,,,,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Queensland University of Technology,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F286762_Logo.gif&w=3840&q=75,"Brisbane, Australia",Public,Not available,Not available,Not available,Not available,"2 George Street, Brisbane, Australia 4170",,qut.edu.au,,Not available,Not available,Not available*,Not available*,Required,Recommended,Required,Not available,Not available,Not available,Not available,Not available,Urban,Not available
Queens University of Charlotte,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F572_Logo.gif&w=3840&q=75,"Charlotte, NC",4-year • Private,$29K,"$29,459","$43,104",69%,"1900 Selwyn Ave, Charlotte, NC 28274",,queens.edu,https://admissions.queens.edu/apply/,68%,September 7,1130–1280*,24–29*,Required,Considered but not required,Considered if submitted,9:1,76%,Not available,"$17,496","1,362",Small • Urban,68
Queen's University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F229694_Logo.gif&w=3840&q=75,"Kingston, Canada",4-year • International,Not available,Not available,Not available,Not available,"74 Union Street, Kingston, Canada K7L 3N6",,queensu.ca,,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Urban,Not available
Queen Mary University Of London,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F271083_Logo.gif&w=3840&q=75,"London, United Kingdom",Public,Not available,Not available,Not available,Not available,"327 Mile End Road, London, United Kingdom e1 4ns",Phone number not available,qmul.ac.uk,,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Urban,Not available
Pure Aesthetics Natural Skincare School,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Tucson, AZ",Less than 2-year • Career and Technical,$17K,"$17,469",Not available,Not available,"2850 E Speedway Blvd, Tucson, AZ 85716",Phone number not available,,https://pureaesthetics.edu/training-programs/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,9:1,Not available,Not available,Not available,Not available,Urban,2
Purdue University Northwest,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F937_Logo.gif&w=3840&q=75,"Hammond, IN",4-year • Public,$9K,"$9,162","$10,199",44%,"2200 169th St, Hammond, IN 46323",,pnw.edu,https://discover.pnw.edu/apply/,38%,August 1,Not available*,18–25*,Required,Recommended,Required,17:1,68%,June 30,"$8,907","5,786",Medium • Urban,74
Purdue University Global,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F557_Logo.gif&w=3840&q=75,"West Lafayette, IN",4-year • Private,$7K,"$6,785",Not available,10%,"2550 Northwestern Ave Ste 1100, West Lafayette, IN 47906",,purdueglobal.edu,,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,26:1,17%,Not available,Not available,Not available,Urban,96
Purdue University Fort Wayne,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F936_Logo.gif&w=3840&q=75,"Fort Wayne, IN",4-year • Public,$12K,"$11,951","$10,542",35%,"2101 E Coliseum Blvd, Fort Wayne, IN 46805",Phone number not available,pfw.edu/admissions,https://www.pfw.edu/admissions/apply/,81%,August 1,1000–1210*,20–27*,Required,Required,Required,12:1,63%,Not available,"$5,642","7,180",Medium • Urban,85
Purdue University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F935_Logo.gif&w=3840&q=75,"West Lafayette, IN",4-year • Public,$13K,"$12,576","$13,941",83%,"610 Purdue Mall, West Lafayette, IN 47907",,purdue.edu,https://www.admissions.purdue.edu/apply/apply.php,50%,January 15,1210–1470*,27–34*,Required,Considered but not required,Required,15:1,93%,April 15,"$10,030","43,997",Very Large • Suburban,226
Pueblo Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3923_Logo.gif&w=3840&q=75,"Pueblo, CO",4-year • Public,$11K,"$10,994","$8,645",Not available,"900 W Orman Ave, Pueblo, CO 81004",,pueblocc.edu,https://pueblocc.elluciancrmrecruit.com/Apply/Account/Login,100%,August 16,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,19:1,Not available,August 14,Not available,"3,293",Medium • Urban,49
Provo College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F4194_Logo.gif&w=3840&q=75,"Provo, UT",4-year • Private,$32K,"$32,003",Not available,42%,"1450 W 820 N, Provo, UT 84601",Phone number not available,provocollege.edu,,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,34:1,50%,Not available,Not available,Not available,Suburban,2
Providence College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F873_Logo.gif&w=3840&q=75,"Providence, RI",4-year • Private,$44K,"$43,970","$46,840",86%,"1 Cunningham Sq, Providence, RI 02918",,providence.edu,https://admission.providence.edu/apply/,49%,January 15,1093–1300*,25–30*,Required,Considered but not required,Considered if submitted,11:1,91%,February 1,"$17,840","4,342",Medium • Suburban,89
Providence Christian College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F264742_Logo.gif&w=3840&q=75,"Pasadena, CA",4-year • Private,$25K,"$25,416","$24,000",36%,"464 E Walnut St, Pasadena, CA 91101",Phone number not available,providencecc.edu,https://www.providencecc.edu/apply-now/,87%,August 20,Not available*,Not available*,Recommended,Considered but not required,Recommended,12:1,79%,June 30,"$11,444",144,Small • Urban,1
Protege Academy Mt Pleasant,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Mount Pleasant, MI",Less than 2-year • Career and Technical,$11K,"$11,067",Not available,Not available,"4884 Pickard Ste M20, Mount Pleasant, MI 48858",Phone number not available,protegeacademy.com,https://www.protegeacademy.com/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,6:1,100%,Not available,Not available,Not available,Rural,3
Protege Academy East Lansing,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"East Lansing, MI",Less than 2-year • Career and Technical,$11K,"$10,978",Not available,Not available,"4960 Northwind Dr, East Lansing, MI 48823",Phone number not available,protegeacademy.com,https://www.protegeacademy.com/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,6:1,100%,Not available,Not available,Not available,Suburban,3
Prospect College,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Washington, DC",Less than 2-year • Career and Technical,Not available,Not available,Not available,Not available,"1220 19th St NW Ste 100, Washington, DC 20036",Phone number not available,prospectcollege.edu/admissions,https://www.prospectcollege.edu/apply-now/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,15:1,33%,Not available,Not available,Not available,Urban,Not available
Professionals Choice Hair Design Academy,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Joliet, IL",Less than 2-year • Career and Technical,$15K,"$14,809",Not available,Not available,"2719 W Jefferson St, Joliet, IL 60435",Phone number not available,pchairdesign.com,https://www.pchairdesign.com/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,5:1,80%,Not available,Not available,Not available,Suburban,2
Professional Skills Institute,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"Maumee, OH",4-year • Private,$21K,"$20,640",Not available,Not available,"1505 Holland Rd, Maumee, OH 43537",Phone number not available,,,,,,,Required,Neither required nor recommended,Not available,18:1,41%,Not available,Not available,Not available,Suburban,7
Professional Institute Of Beauty,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"El Monte, CA",Less than 2-year • Career and Technical,$15K,"$14,589",Not available,Not available,"10801 Valley Mall, El Monte, CA 91731",Phone number not available,pib.edu,https://www.pib.edu/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,20:1,81%,Not available,Not available,Not available,Suburban,3
Professional Golfers Career College: Orlando,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F201058_Logo.gif&w=3840&q=75,"Apopka, FL",2-year • For-profit,Not available,Not available,Not available,Not available,"510 S Hunt Club Blvd, Apopka, FL 32703",Phone number not available,golfcollege.edu,,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Suburban,Not available
